,name,state,group,job_type,tags,createdAt,train_loss,train_auroc,train_step_loss,_wandb,val_loss,_timestamp,_step,_runtime,val_auroc,lr,c_th,seed,epochs,layers,act_name,c_metric,head_type,pool_type,batch_size,label_type,model_name,val_dst_path,train_dst_path,mlp_hidden_size,max_val_data_size,max_train_data_size,gradient_accumulation_steps,val_auroc_max,score_func,v_c_type
0,kind-pond-1772,finished,triviaqa_long,include,"['seed_9999', 'soft']",2024-05-13T12:59:30,0.16629296875,0.9982774495963744,0.1474609375,{'runtime': 1881},0.5995318700396826,1715607052.1721315,1259,1883.6169786453247,0.745522623431533,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/triviaqa_validation,cached_results/vicuna-13b-v1.1/long/triviaqa_train,320.0,1000,2000,1,0.7551614498090562,,
1,hardy-sun-1770,finished,triviaqa_long,include,"['seed_9999', 'soft']",2024-05-13T12:59:24,0.632796875,0.8510213641270035,0.48046875,{'runtime': 1899},0.6496775793650794,1715607063.7368245,1259,1902.4904234409332,0.7073509103927987,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_all,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/triviaqa_validation,cached_results/vicuna-13b-v1.1/long/triviaqa_train,320.0,1000,2000,1,0.7073509103927987,,
2,lucky-terrain-1766,finished,triviaqa_long,include,"['seed_777', 'soft']",2024-05-13T12:51:04,0.18893359375,0.9974268934387658,0.23828125,{'runtime': 2085},0.591858878968254,1715606750.1016328,1259,2087.671387910843,0.751851899208947,0.0001,0.3,777,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/triviaqa_validation,cached_results/vicuna-13b-v1.1/long/triviaqa_train,2.0,1000,2000,1,0.7572328491543917,,
3,eager-shape-1767,finished,triviaqa_long,include,"['seed_9999', 'soft']",2024-05-13T12:51:18,0.20965625,0.9965061275416194,0.11279296875,{'runtime': 2110},0.6134982638888888,1715606790.1675825,1259,2115.319480419159,0.7520948411074742,0.0001,0.3,9999,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/triviaqa_validation,cached_results/vicuna-13b-v1.1/long/triviaqa_train,2.0,1000,2000,1,0.755206202264048,,
4,gentle-resonance-1765,finished,coqa_long,include,"['seed_9999', 'soft']",2024-05-13T12:51:03,0.116890625,0.9986663614403918,0.146484375,{'runtime': 4125},0.5712890625,1715608790.115757,1259,4128.19916510582,0.764153814935065,0.0001,0.3,9999,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/coqa_validation,cached_results/vicuna-13b-v1.1/long/coqa_train,2.0,1000,2000,1,0.765625,,
5,daily-elevator-1769,finished,medmcqa_long,include,"['seed_9999', 'soft']",2024-05-13T12:55:48,0.2941171875,0.967736030207844,0.1650390625,{'runtime': 692},0.4124193948412698,1715605641.2817605,1259,694.7256965637207,0.7248192771084337,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/medmcqa_validation,cached_results/vicuna-7b-v1.1/long/medmcqa_train,256.0,1000,2000,1,0.731194188518781,,
6,decent-armadillo-1768,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T12:51:27,0.093822265625,0.9998074346174124,0.125,{'runtime': 882},0.8040558345734127,1715605570.5100403,1259,884.5567893981934,0.786976911976912,0.0001,0.3,9999,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/sciq_validation,cached_results/vicuna-13b-v1.1/long/sciq_train,2.0,1000,2000,1,0.7882978949155419,,
7,hardy-blaze-1771,finished,triviaqa_long,include,"['seed_9999', 'soft']",2024-05-13T12:59:29,0.20903515625,0.9979124661412192,0.1513671875,{'runtime': 1883},0.5931609623015873,1715607053.2406456,1259,1885.8694217205048,0.7426584663120567,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/triviaqa_validation,cached_results/vicuna-13b-v1.1/long/triviaqa_train,320.0,1000,2000,1,0.7530431669394435,,
8,mild-yogurt-1763,finished,medmcqa_long,include,"['seed_777', 'soft']",2024-05-13T12:50:55,0.204193359375,0.9991619022869024,0.2138671875,{'runtime': 1255},0.6310376364087301,1715605911.7875254,1259,1257.93603348732,0.6893394520928938,0.0001,0.3,777,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/medmcqa_validation,cached_results/vicuna-13b-v1.1/long/medmcqa_train,2.0,1000,2000,1,0.7091141704908914,,
9,smooth-bird-1759,finished,MedQA-USMLE-4-options_long,include,"['seed_777', 'soft']",2024-05-13T12:50:21,0.2261484375,0.9976203939895176,0.09326171875,{'runtime': 3553},0.6605592757936508,1715608174.6548228,1259,3556.084730863571,0.6236610009123779,0.0001,0.3,777,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_validation,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_train,2.0,1000,2000,1,0.6356643221611288,,
10,vocal-snowflake-1762,finished,MedQA-USMLE-4-options_long,include,"['seed_9999', 'soft']",2024-05-13T12:50:52,0.229640625,0.9985346210566172,0.1826171875,{'runtime': 3614},0.7259114583333334,1715608267.0097084,1259,3616.9453344345097,0.6336585389401933,0.0001,0.3,9999,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_validation,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_train,2.0,1000,2000,1,0.6456666875853846,,
11,sparkling-vortex-1758,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T12:47:33,0.550875,0.8236340301927665,0.62890625,{'runtime': 489},0.5949590773809523,1715604943.94603,1259,491.8263192176819,0.722186689639569,0.0001,0.3,777,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,2.0,1000,2000,1,0.7222367253171827,,
12,spring-waterfall-1764,finished,medmcqa_long,include,"['seed_9999', 'soft']",2024-05-13T12:51:02,0.1170478515625,0.999556262993763,0.0771484375,{'runtime': 1258},0.6080729166666666,1715605921.066452,1259,1261.5908329486847,0.7079849812265332,0.0001,0.3,9999,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/medmcqa_validation,cached_results/vicuna-13b-v1.1/long/medmcqa_train,2.0,1000,2000,1,0.7269837296620776,,
13,grateful-jazz-1761,finished,coqa_long,include,"['seed_777', 'soft']",2024-05-13T12:50:37,0.14366015625,0.9985037352238026,0.1357421875,{'runtime': 4098},0.58807373046875,1715608736.8347738,1259,4101.081254720688,0.7575081168831169,0.0001,0.3,777,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/coqa_validation,cached_results/vicuna-13b-v1.1/long/coqa_train,2.0,1000,2000,1,0.7701400162337663,,
14,driven-cosmos-1757,finished,coqa_long,include,"['seed_777', 'soft']",2024-05-13T12:05:18,0.2257890625,0.9975136639826324,0.2431640625,{'runtime': 2227},0.58050537109375,1715604146.3195603,1259,2229.8528683185577,0.7154220555861309,0.0001,0.3,777,10,all,resid_post,include,mlp_small,last_ans,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/coqa_validation,cached_results/vicuna-7b-v1.1/long/coqa_train,256.0,1000,10000,1,0.7396635938359934,,
15,flowing-sun-1756,finished,MedQA-USMLE-4-options_long,include,"['seed_9999', 'soft']",2024-05-13T12:04:56,0.34325,0.9393873284937858,0.2734375,{'runtime': 1943},0.43408978174603174,1715603840.928483,1259,1945.633573055267,0.7515304984870201,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/MedQA-USMLE-4-options_validation,cached_results/vicuna-7b-v1.1/long/MedQA-USMLE-4-options_train,256.0,1000,10000,1,0.7643096034400383,,
16,gallant-bush-1760,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T12:50:34,0.1138359375,0.9998412995640054,0.1650390625,{'runtime': 893},1.0090177021329363,1715605528.023981,1259,895.884535074234,0.786539236906884,0.0001,0.3,777,10,all,resid_post,include,mlp,last_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/sciq_validation,cached_results/vicuna-13b-v1.1/long/sciq_train,2.0,1000,2000,1,0.7942980222391988,,
17,electric-paper-1752,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T11:53:59,0.258478515625,0.9957469611190573,0.408203125,{'runtime': 810},0.5224454365079365,1715602050.839628,1259,813.0141799449921,0.7140682030387913,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/sciq_validation,cached_results/vicuna-13b-v1.1/long/sciq_train,320.0,1000,10000,1,0.7290207749766573,,
18,peach-disco-1749,finished,coqa_long,include,"['seed_9999', 'soft']",2024-05-13T11:52:54,0.2719609375,0.9912254351546088,0.318359375,{'runtime': 3779},0.53778076171875,1715604954.73378,1259,3782.723941087723,0.7616003787878788,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/coqa_validation,cached_results/vicuna-13b-v1.1/long/coqa_train,320.0,1000,10000,1,0.7694805194805194,,
19,resilient-elevator-1751,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T11:53:50,0.23465234375,0.9915085306464486,0.2353515625,{'runtime': 799},0.49321056547619047,1715602030.333333,1259,802.7499709129333,0.753498747984042,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/sciq_validation,cached_results/vicuna-13b-v1.1/long/sciq_train,320.0,1000,10000,1,0.7672841864018335,,
20,fragrant-vortex-1750,finished,medmcqa_long,include,"['seed_9999', 'soft']",2024-05-13T11:53:14,0.26330859375,0.989491943866944,0.2314453125,{'runtime': 1137},0.4925285218253968,1715602332.083799,1259,1140.484169960022,0.7162147128354888,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/medmcqa_validation,cached_results/vicuna-13b-v1.1/long/medmcqa_train,320.0,1000,10000,1,0.7236211931581142,,
21,soft-capybara-1747,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T11:40:03,0.19243125,0.9925208425608092,0.1181640625,{'runtime': 1812},0.367156498015873,1715602216.05434,6259,1814.1289131641388,0.903966306409788,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,10000,1,0.904751649001897,,
22,tough-terrain-1745,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T11:39:31,0.10436248779296876,1.0,0.0400390625,{'runtime': 258},0.49658978174603174,1715600630.1603718,329,260.36302375793457,0.8305487391009242,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,500,1,0.8314602586191894,,
23,rare-darkness-1746,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T11:39:47,0.16838449106429712,0.9968516217059322,0.0693359375,{'runtime': 986},0.3874782986111111,1715601374.55125,3139,988.4468150138856,0.8934196557545381,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,5000,1,0.8934196557545381,,
24,scarlet-sun-1744,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T11:38:52,0.11706349206349206,0.9998922679833914,0.1474609375,{'runtime': 338},0.4733537946428571,1715600671.9363914,639,340.4290373325348,0.8450851911797977,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,1000,1,0.8451069458222384,,
25,denim-cosmos-1755,finished,medmcqa_long,include,"['seed_9999', 'soft']",2024-05-13T11:55:30,0.2941171875,0.967736030207844,0.1650390625,{'runtime': 684},0.4124193948412698,1715602015.449986,1259,686.9201939105988,0.7248192771084337,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/medmcqa_validation,cached_results/vicuna-7b-v1.1/long/medmcqa_train,256.0,1000,10000,1,0.731194188518781,,
26,desert-firebrand-1748,finished,coqa_long,include,"['seed_9999', 'soft']",2024-05-13T11:52:21,0.0818759765625,0.9996814804993556,0.076171875,{'runtime': 3834},0.518035888671875,1715604977.449139,1259,3840.472495079041,0.8004345914502164,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/coqa_validation,cached_results/vicuna-13b-v1.1/long/coqa_train,320.0,1000,10000,1,0.8025060876623377,,
27,tough-voice-1742,finished,triviaqa_long,include,"['seed_9999', 'soft']",2024-05-13T11:25:28,0.1007275390625,0.9992770004684222,0.07958984375,{'runtime': 2300},0.6080419146825397,1715601829.554004,1259,2303.225811958313,0.7559414211674851,0.0001,0.3,9999,10,all,resid_post,include,mlp,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/triviaqa_validation,cached_results/vicuna-13b-v1.1/long/triviaqa_train,256.0,1000,2000,1,0.7593980155482816,,
28,olive-darkness-1743,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T11:38:34,0.1324375,0.9993538273560963,0.1298828125,{'runtime': 498},0.4293852306547619,1715600813.0514224,1259,500.4758002758026,0.8736686158826295,0.0001,0.3,9999,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,2000,1,0.8749891226787796,,
29,solar-durian-1740,finished,sciq_long,include,"['seed_9999', 'soft']",2024-05-13T11:25:16,0.085194580078125,0.9999694551462102,0.10986328125,{'runtime': 1023},0.8036411830357143,1715600540.950637,1259,1025.7705280780792,0.8446173924115101,0.0001,0.3,9999,10,all,resid_post,include,mlp,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/sciq_validation,cached_results/vicuna-13b-v1.1/long/sciq_train,256.0,1000,2000,1,0.8462407690348867,,
30,floral-star-1738,finished,medmcqa_long,include,"['seed_777', 'soft']",2024-05-13T11:24:49,0.16834765625,0.9995309251559252,0.19140625,{'runtime': 1403},0.4968610491071429,1715600892.845768,1259,1405.091029882431,0.7397941871784175,0.0001,0.3,777,10,all,resid_post,include,mlp,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/medmcqa_validation,cached_results/vicuna-13b-v1.1/long/medmcqa_train,256.0,1000,2000,1,0.7431817549714922,,
31,peachy-rain-1739,finished,MedQA-USMLE-4-options_long,include,"['seed_777', 'soft']",2024-05-13T11:24:59,0.1676748046875,0.9999128121325654,0.055908203125,{'runtime': 3848},0.6179005456349206,1715603348.849729,1259,3850.972289085388,0.6614764109272946,0.0001,0.3,777,10,all,resid_post,include,mlp,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_validation,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_train,256.0,1000,2000,1,0.6875540064976756,,
32,expert-bush-1737,finished,triviaqa_long,include,"['seed_777', 'soft']",2024-05-13T11:24:43,0.08247900390625,0.9992142940598272,0.1044921875,{'runtime': 2258},0.6053602430555556,1715601741.5396185,1259,2260.255748271942,0.7554811102018549,0.0001,0.3,777,10,all,resid_post,include,mlp,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/triviaqa_validation,cached_results/vicuna-13b-v1.1/long/triviaqa_train,256.0,1000,2000,1,0.7688407835515548,,
33,major-wildflower-1734,finished,MedQA-USMLE-4-options_long,include,"['seed_9999', 'soft']",2024-05-13T11:23:39,0.1701171875,0.9998405707566912,0.1494140625,{'runtime': 3853},0.6448722718253969,1715603273.227413,1259,3856.2403090000153,0.6501368566890819,0.0001,0.3,9999,10,all,resid_post,include,mlp,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_validation,cached_results/vicuna-13b-v1.1/long/MedQA-USMLE-4-options_train,256.0,1000,2000,1,0.6911166250706007,,
34,stoic-haze-1732,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:57:06,0.0877841796875,0.9997331390899205,0.162109375,{'runtime': 547},0.45262896825396826,1715591173.9863296,1259,548.9182085990906,0.8632981778311493,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,2048.0,1000,2000,1,0.8657716806766564,,
35,helpful-morning-1733,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T09:07:04,0.19341953125,0.9915344120962272,0.2236328125,{'runtime': 1784},0.36943514384920634,1715593008.9177618,6259,1786.2646877765656,0.9040620268365268,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,10000,1,0.9044623122574357,,
36,lemon-totem-1731,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:57,0.0920087890625,0.9997997144532316,0.1611328125,{'runtime': 586},0.5629805307539683,1715591204.6164985,1259,588.3155314922333,0.856673889207957,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,4096.0,1000,2000,1,0.8601350528202719,,
37,absurd-leaf-1735,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T11:23:57,0.10298828125,0.9999800794431806,0.1630859375,{'runtime': 1048},0.8266756572420635,1715600486.5757103,1259,1052.977121591568,0.8295613700025466,0.0001,0.3,777,10,all,resid_post,include,mlp,attn_token_inp,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/sciq_validation,cached_results/vicuna-13b-v1.1/long/sciq_train,256.0,1000,2000,1,0.8375350140056022,,
38,copper-bush-1727,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:39,0.10325390625,0.9996313179460328,0.1982421875,{'runtime': 498},0.4332372271825397,1715591098.5453353,1259,501.72481417655945,0.8724808124053672,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,512.0,1000,2000,1,0.8734597713151986,,
39,clear-firebrand-1729,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:40,0.11744326636904762,0.9995870272696668,0.1455078125,{'runtime': 335},0.4765625,1715590935.8614318,639,337.14965772628784,0.8551706434153049,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,1000,1,0.8551706434153049,,
40,silvery-glitter-1724,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:21,0.360953125,0.956766294739763,0.5078125,{'runtime': 496},0.46577380952380953,1715591078.722522,1259,498.6845369338989,0.8590212151273082,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,4.0,1000,2000,1,0.8590212151273082,,
41,cool-durian-1725,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:22,0.20009375,0.9961358316437736,0.337890625,{'runtime': 503},0.429811507936508,1715591085.9959247,1259,505.1478407382965,0.8698833080979482,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,64.0,1000,2000,1,0.8698833080979482,,
42,fine-plasma-1730,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:49,0.1660335650459265,0.9971734086304004,0.1044921875,{'runtime': 992},0.39439174107142855,1715591602.0567706,3139,994.0647196769714,0.890767764841017,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,5000,1,0.8921078508153639,,
43,sandy-armadillo-1727,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:38,0.16307421875,0.9983462455970746,0.291015625,{'runtime': 501},0.4277498759920635,1715591102.227468,1259,509.7235119342804,0.8718542787030752,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,128.0,1000,2000,1,0.8718542787030752,,
44,misty-shape-1726,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:23,0.10053253173828124,1.0,0.1123046875,{'runtime': 254},0.4890252976190476,1715590838.3254316,329,256.44762349128723,0.8338271637167372,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,500,1,0.835728519466054,,
45,eager-monkey-1723,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:20,0.1143329326923077,1.0,0.1376953125,{'runtime': 210},0.5243055555555556,1715590790.2391734,139,211.66407251358032,0.8212638577072348,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,200,1,0.8212638577072348,,
46,silver-hill-1718,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:55:35,0.581375,0.8867290125363088,0.625,{'runtime': 476},0.6068948412698413,1715591012.4066398,1259,478.2857348918915,0.8035882107241685,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,1.0,1000,2000,1,0.8035882107241685,,
47,vague-bee-1722,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:19,0.0899921875,0.9997834902050298,0.1591796875,{'runtime': 519},0.43794177827380953,1715591098.9827936,1259,521.3557624816895,0.8690892636488627,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,1024.0,1000,2000,1,0.8710537078612577,,
48,stellar-wave-1719,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:55:37,0.2789921875,0.9837231628556468,0.447265625,{'runtime': 474},0.4400731646825397,1715591011.7261095,1259,475.59271454811096,0.8648601611583913,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,16.0,1000,2000,1,0.8648601611583913,,
49,feasible-moon-1721,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:56:12,0.3196796875,0.9740473569021308,0.47265625,{'runtime': 493},0.4535900297619048,1715591066.4460993,1259,494.9553413391113,0.8588428270592945,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,8.0,1000,2000,1,0.8588428270592945,,
50,laced-music-1717,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:55:32,0.23641015625,0.99242327608971,0.36328125,{'runtime': 477},0.433624751984127,1715591009.8897414,1259,479.00040435791016,0.8678731791364277,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,32.0,1000,2000,1,0.8678731791364277,,
51,skilled-dust-1716,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:54:08,0.17703683035714285,1.0,0.2255859375,{'runtime': 197},0.601531498015873,1715590645.9511993,79,198.7616672515869,0.7201091212864825,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,100,1,0.7201091212864825,,
52,sweet-vortex-1715,finished,sciq_long,include,"['seed_777', 'soft']",2024-05-13T08:44:18,0.130408203125,0.9993577435539384,0.2236328125,{'runtime': 498},0.43122984871031744,1715590357.0217676,1259,499.85999751091,0.8699964322386398,0.0001,0.3,777,10,all,resid_post,include,mlp_small,attn_token_inp,16,soft,vicuna-7b-v1.1,cached_results/vicuna-7b-v1.1/long/sciq_validation,cached_results/vicuna-7b-v1.1/long/sciq_train,256.0,1000,2000,1,0.8711124453958475,,
53,pretty-salad-1685,finished,coqa_long,include,"['seed_777', 'soft']",2024-05-09T13:28:24,0.2746171875,0.9905676794378312,0.27734375,{'runtime': 3783},0.53570556640625,1715265088.5740042,1259,3786.4072692394257,0.7607548701298701,0.0001,0.3,777,10,all,resid_post,include,mlp_small,mean_ans,16,soft,vicuna-13b-v1.1,cached_results/vicuna-13b-v1.1/long/coqa_validation,cached_results/vicuna-13b-v1.1/long/coqa_train,,1000,20000,1,0.7714251893939394,,
